name,address,city,country,continent,geoX,geoY
Rumah Sakit Mitra Keluarga Kelapa Gading,Jl. Bukit Gading Raya Kav.2,"Jakarta, Jakarta",Indonesia,Asia,-6.152039,106.898042
Sahid Sahirman Memorial Hospital,Jalan Jenderal Sudirman No. 86,"Jakarta, Jakarta",Indonesia,Asia,-6.217588,106.81139
Sos Medika Klinik Kuningan,Jl. Lingkar Mega Kuningan Blok 6.2,"Jakarta, Jakarta",Indonesia,Asia,-6.236029,106.837012
Mitra International Hospital,Raya Jatinegara Timur St. 85-87,Jatinegara,Indonesia,Asia,-6.219742,106.871282
Rumah Sakit Stella Maris Makasar,Jalan Somba Opu 273,Makasar,Indonesia,Asia,-5.1398,119.4305
Rumah Sakit Santa Maria,Jalan Jenderal A. Yani No. 68,Pekanbaru,Indonesia,Asia,0.52772,101.442409
Rumah Sakit St Elizabeth Hospital,Jalan Kawi 1,Semarang,Indonesia,Asia,-7.010402,110.419201
Rumah Sakit Umum Pusat Dr Kariadi Hospital,Jl. Dr. Sutomo No. 16,Semarang,Indonesia,Asia,-6.966667,110.416667
Siloam Hospitals Lippo Village,"Jl. Siloam No. 6, Lippo Karawaci 1600",Tangerang,Indonesia,Asia,-6.220937,106.597767
Bethersda Hospital,Jl. Jend. Sudirman 70,Yogyakarta,Indonesia,Asia,-7.783001,110.372299
Rumah Sakit Panti Rapih,30 Jalam Cik Ditiro,Yogyakarta,Indonesia,Asia,-7.797224,110.368797
Asri Medical Center,JL. HOS Cokroaminoto 17,Yogyakarta,Indonesia,Asia,-7.791624,110.3537
Day General Hospital,Abbaspour Street and Valiasr Avenue,Tehran,Iran,Asia,35.704868,51.400083
Shefa Private Hospital,100m Street,Erbil,Iraq,Asia,36.157073,44.025457
Wolfson Medical Center,62 Halohamim Street,"Tel Giborim , Holon ",Israel,Asia,32.035239,34.768222
Joseftal Medical Center,Po Box 600,Eilat,Israel,Asia,29.557668,34.951926
Rambam Medical Center,6 Ha Aliya Street,Haifa,Israel,Asia,32.758802,35.049616
American Medical Laboratories,7 Ramot Yam Street,Herzliya,Israel,Asia,32.177249,34.802933
Herzliya Medical Centre,7 Ramat-Yam Street,Herzliya,Israel,Asia,32.177249,34.802933
Family Medical Center - Wolfson,"Diskin St. Merkaz Shalom Mayer, 3rd Floor",Jerusalem,Israel,Asia,31.768318,35.213711
Hadassah University Medical Center,Kiryat Hadassah,Jerusalem,Israel,Asia,31.788544,35.245712
Makassed Islamic Charitable Hospital,Mount Of Olives,Jerusalem,Israel,Asia,31.779247,35.24274
Shaare Zedek Medical Center Of Jerusalem,12 Bayit Street,Jerusalem,Israel,Asia,31.755515,35.192746
Kupatholim Leumit,Emak Bichan Street,Modiin,Israel,Asia,31.890266,35.010398
Nazareth E.M.M.S. Hospital,Vade Goane 5050,Nazareth,Israel,Asia,32.699634,35.303548
The French Hospital,Haifa-Nazereth Highway,Nazareth,Israel,Asia,32.693134,35.285732
Laniado Hospital - Sanz Medical Center,Kiryat Sanz,Netanya,Israel,Asia,32.345499,34.853066
Assuta Medical Center,"20 Habarzel Street, Ramat Hachayil",Tel Aviv,Israel,Asia,32.066157,34.777821
Basel Heights Medical Center,35 Basel Tel Aviv,Tel Aviv,Israel,Asia,32.089913,34.77943
Dr Michael Cohen - Tel Aviv Doctor,"35 Basel Street, Basel Heights Medical Centre, Room 204",Tel Aviv,Israel,Asia,32.089898,34.779427
Fermon Dental Center (Dental),Ramat Hasharon,Tel Aviv,Israel,Asia,32.137792,34.84028
Tel Aviv Sourasky Medical Center,Weizman St. 6,Tel Aviv,Israel,Asia,32.078993,34.788526
Chaim Sheba Medical Center At Tel Hashomer,2 Sheba Road,Tel Hashomer,Israel,Asia,32.049189,34.846315
Poria State Hospital,"M.P. Lower Galilee, Tiberias",Tiberias,Israel,Asia,32.795858,35.530975
Meitetsu Hospital,"2-26-11  Sakoo ,Nishi-ku","Nagoya, Aichi",Japan,Asia,35.181446,136.906398
Kanagi Public Hospital,"19 Sugawara, Kanagi-cho","Goshogawara-shi, Aomori-ken",Japan,Asia,40.902617,140.456088
Seihoku Chuo Hospital,41 Aza Nunoya-cho,"Goshogawara-shi, Aomori-ken",Japan,Asia,40.807916,140.445551
Hirosaki University Hospital,53 Honcho,"Hirosaki-shi, Aomori-ken",Japan,Asia,40.59835,140.465814
Tsugaru City Adult Medical Center,43-3 Kizukuri Suehiro,"Tsugaru-shi, Aomori-ken",Japan,Asia,40.81468,140.384753
Masuda Hospital,1-16-5 Kasuga Chuou-Ku,"Chiba, Chiba",Japan,Asia,35.61954,140.104496
Fukuoka Kieikai Hospital,"11-5 Chihaya 5-Chome, Higashi-ku","Fukuoka-shi, Fukuoka-ken",Japan,Asia,33.648613,130.431914
Fukuoka Memorial Hospital,"1-1-35 Nishijin, Sawara-ku","Fukuoka-shi, Fukuoka-ken",Japan,Asia,33.584905,130.362921
Igawa Hospital,"1-7-20, Shitomi","Chitose Shi, Hokkaido",Japan,Asia,42.831839,141.635843
Hakodate City Hospital,1-10-1 Minato-machi,"Hakodate-shi, Hokkaido",Japan,Asia,41.80554,140.730153
Hakodate Shintoshi Hospital,1-331 Ishikawa-cho,"Hakodate-shi, Hokkaido",Japan,Asia,41.826252,140.743737
Choyokai Medical Corporation Saito Hospital,1-17-26 Asahidai,"Ishioka-shi, Ibaraki",Japan,Asia,36.121534,140.07005
Keiyu Hospital,"3 Chome7-3, Minatomirai, Nishi-ku","Yokohama-shi, Kanagawa-ken",Japan,Asia,35.460261,139.628195
Fukuchiyama City Hospital,231 Atsunaka-machi,"Fukuchiyama-shi, Kyoto",Japan,Asia,35.304057,135.111542
Takeda Hospital Group,"28-1 Ishidamori Minami-cho, Fushimi-ku","Kyoto-shi, Kyoto",Japan,Asia,34.938819,135.802487
Nagano Prefectural Suzaka Hospital,1332 Oaza-Suzaka,"Suzaka, Nagano",Japan,Asia,36.652161,138.308997
Nagasaki Municipal Hospital (Shimin Byoin),6-39 Shinchicho,"Nagasaki-shi, Nagasaki-ken",Japan,Asia,32.740073,129.872912
Nippon Kaiin Ekisai-kai Nagasaki Byoin,5-16 Kabashima-Machi,"Nagasaki-shi, Nagasaki-ken",Japan,Asia,32.74658,129.872815
St Francis Hospital Nagasaki,9-20 Komine-cho ,"Nagasaki-shi, Nagasaki-ken",Japan,Asia,32.750286,129.877667
Kurashiki Central Hospital,1-1-1 Miwa,"Kurashiki, Okayama",Japan,Asia,34.60179,133.77505
Adventist Medical Center,"868 Kochi, Nishihara-cho","Nakagami-gun, Okinawa",Japan,Asia,26.228916,127.74047
Nozaki Tokushukai Hospital,2-10-50 Tanigawa,"Daito-shi, Osaka",Japan,Asia,34.712352,135.625348
Izumiotsu City Hospital,16-1 Shimojo-Cho,"Izumiotsu, Osaka",Japan,Asia,34.504279,135.410464
Rinku General Medical Center,Rinku Ourai Kita 2-23,"Izumisanoshi, Osaka",Japan,Asia,34.412088,135.302982
Harada Hospital,"2-17-15 Shimanouchi , Chuo-ku","Osaka-shi, Osaka",Japan,Asia,34.669149,135.507793
Kitano Hospital,2-4-20 Ogimachi Kita-ku,"Osaka-shi, Osaka",Japan,Asia,34.705342,135.506689
Osaka City University Hospital,"1-5-7  Asahimachi, Abeno-ku","Osaka-shi, Osaka",Japan,Asia,34.646665,135.508838
Osaka Koseinenkin Hospital,"4-2-78 Fukushima, Fukushima-ku ","Osaka-shi, Osaka",Japan,Asia,34.691938,135.482403
Osaka Red Cross Hospital,"5-30 Fudegasaki-cho, Tennoji-ku","Osaka-shi, Osaka",Japan,Asia,34.664638,135.525481
Fujinomiya City General Hospital,3-1 Nishiki Chuo,"Fujinomiya-shi, Shizuoka",Japan,Asia,35.218829,138.616777
National Hospital Organization Tokyo Medical Center,2-5-1 Higashigaoka,"Meguro-ku, Tokyo",Japan,Asia,35.627244,139.666166
Aiiku Hospital,Minamiazabu 5-6-8,"Minato-ku, Tokyo",Japan,Asia,35.653471,139.726857
International Clinic,"1-5-9, Azabudai","Minato-ku, Tokyo",Japan,Asia,35.661276,139.738289
Sophia Orthodontic Clinic (Dental),"Roppongi Shimada Bldg, 2nd Floor; 4-8-7 Roppongi","Minato-ku, Tokyo",Japan,Asia,35.663997,139.729121
Tokyo Clinic Dental Office (Dental),"32 Shiba Koen Building, Third Floor, 3-4-30, Shibakoen","Minato-ku, Tokyo",Japan,Asia,35.657502,139.752158
United Dental Office (Dental),2-3-8-1F Azabudai,"Minato-ku, Tokyo",Japan,Asia,35.660281,139.742408
Japan Orthodontic Center (Dental),"2-15-1-21st Floor, Shibuya","Shibuya-ku, Tokyo",Japan,Asia,35.689488,139.691706
Keio University Hospital,35 Shinanomachi,"Shinjuku-ku, Tokyo",Japan,Asia,35.682417,139.71791
National Center For Global Health And Medicine,1-21-1 Toyama,"Shinjuku-ku, Tokyo",Japan,Asia,35.703214,139.715798
Johsai Hospital ,2-42-11 Kamiogi,"Suginami-ku, Tokyo",Japan,Asia,35.689488,139.691706
Tokyo Womens Medical University Hopital,"8-1 Kawada-cho, Shinjuku-ku","Tokyo, Tokyo",Japan,Asia,35.69384,139.703549
Mitsui Memorial Hospital,"Kanda-Izumi-cho 1, Chiyoda-ku","Tokyo, Tokyo",Japan,Asia,35.694003,139.753595
Iuhw Mita Hospital,"1-4-3 Mita, Minato-ku","Tokyo, Tokyo",Japan,Asia,35.653591,139.741839
Yanagisawa Dental Office (Dental),"1-18-1-8F, Minamiikebukuro","Toyoshima-ku, Tokyo",Japan,Asia,35.727151,139.71163
Ishii Hospital,3-102-1 Tada,"Iwakuni-shi, Yamaguchi",Japan,Asia,34.18284,132.164268
Iwakuni Hospital,3-2-7 Iwakuni,"Iwakuni-shi, Yamaguchi",Japan,Asia,34.163434,132.183598
Yamanashi Red Cross Hospital,401-0301 Fujikawaguchiko,"Minamitsuru, Yamanashi",Japan,Asia,35.501186,138.765541
Hokuto Corporation Hospital Social Care,5 Inadachokisen Obihiro,Hokkaido,Japan,Asia,42.923899,143.196103
Arab Medical Centre,Jabal Amman 5th Circle,Amman,Jordan,Asia,31.956578,35.945695
Hussein Medical Centre,Near 8th Circle,Amman,Jordan,Asia,31.952575,35.849572
Jordan Hospital,Queen Nour Street,Amman,Jordan,Asia,31.967747,35.903948
Jordan University Hospital ,Queen Rania Street ,Amman,Jordan,Asia,31.956578,35.945695
Almaty City Clinic Hospital No 5,220 Dostyk Avenue,"Almaty, Almaty",Kazakhstan,Asia,43.22851,76.960774
Almaty First Aid Hospital,93 Tole Bi Street,"Almaty, Almaty",Kazakhstan,Asia,43.25086,76.889293
Center of Israeli Medicine,71 Markov Street,"Almaty, Almaty",Kazakhstan,Asia,43.228541,76.932432
Central Clinic Hospital of The President of Kazakhstan,139 Panfilov Street,"Almaty, Almaty",Kazakhstan,Asia,43.268385,76.943228
Central Hospital No 1,Jandosova Street 6,"Almaty, Almaty",Kazakhstan,Asia,43.255058,76.912628
DARIS-TTE - Joint Kazak-American Dental Clinic (Dental),8 Tulebaeva Street,"Almaty, Almaty",Kazakhstan,Asia,43.255058,76.912628
Diagnostic Center of Almaty,"57 Auezov Street, Suite 123","Almaty, Almaty",Kazakhstan,Asia,43.228207,76.905562
IMC - International Medical Center Clinic,235 Mukanova Street,"Almaty, Almaty",Kazakhstan,Asia,43.255058,76.912628
International SOS Almaty ,11 Luganskiy Street,"Almaty, Almaty",Kazakhstan,Asia,43.240576,76.960773
Medikus Center (Dental),15 Gogolya Street,"Almaty, Almaty",Kazakhstan,Asia,43.255058,76.912628
Republican Sanitary-Epidemiological Station,Auezov Street 84,"Almaty, Almaty",Kazakhstan,Asia,43.228207,76.905562
Central Hospital Aktau - Interteach,"26 District, Interteach Building","Aktau, Mangystau ",Kazakhstan,Asia,43.635609,51.17123
Interteach Astana Clinic,"Kenesary Street, 50",Astana,Kazakhstan,Asia,51.166302,71.434325
Interteach Astana Clinic II,Iryenko Street 14,Astana,Kazakhstan,Asia,51.166667,71.433333
Mirim Hospital,Left Berik Object No. 4,Astana,Kazakhstan,Asia,51.166667,71.433333
Presidential Medical Center,37/1 Moskovskaya Street,Astana,Kazakhstan,Asia,51.181158,71.404746
Republic Hospital Astana,Ablehan Street 36,Astana,Kazakhstan,Asia,51.166667,71.433333
Traumatology Center Astana,Abylai-Khan Avenue 15,Astana,Kazakhstan,Asia,51.151347,71.494445
AEA International Clinic - Atyrau,"Abaya Street, 2A",Atyrau,Kazakhstan,Asia,47.101631,51.9133
International SOS Atyrau,55 Aiteke Bi Street,Atyrau,Kazakhstan,Asia,43.258198,76.944538
Prospekt Medical Caspian,Abulkhair-Khan 82,Atyrau,Kazakhstan,Asia,47.108064,51.857898
Emergency First Aid Hospital,Zhamakaev Street 100,Semey,Kazakhstan,Asia,50.433333,80.266667
Oblast Childrens Hospital,Sechenov Street 1a,Semey,Kazakhstan,Asia,50.433333,80.266667
Taiba Hospital,"Sabah Al-salem, Block 3","Bayan, Hawally",Kuwait,Asia,29.305711,48.043835
Hadi Clinic,"Street 110, Bldg 16, Block 8","Jabriya, Hawally",Kuwait,Asia,29.318016,48.049191
Al Rashid Hospital,Amman Street,"Salmiya, Hawally",Kuwait,Asia,29.329678,48.055106
International Clinic Salmiya,"Salem Moubarak Street, Behind Laila Galleria","Salmiya, Hawally",Kuwait,Asia,29.343632,48.07894
Al Salam Hospital Kuwait City,35151 Rue Cherif El Radi,Kuwait City,Kuwait,Asia,29.369722,47.978333
Al Salam International Hospital,"Port Said Street, Between Istiqial Expressway & Gulf Street, near  2nd Ring Road",Kuwait City,Kuwait,Asia,29.36946,48.007979
Al-Amiri Hospital,Arabian Gulf Street,Kuwait City,Kuwait,Asia,29.365276,47.958603
New International Clinic,"Frawaniya, Block-58 Building No. 18 Next to Crowne Plaza Hotel",Kuwait City,Kuwait,Asia,29.369722,47.978333
New Mowasat Clinic,Omar Ibn Al-Aas Street,Kuwait City,Kuwait,Asia,29.369722,47.978333
New Mowasat Hospital,Yousef Ben Hamoud Street,Kuwait City,Kuwait,Asia,29.369722,47.978333
Royal Dental Clinic (Dental),4th Ring Road,"Salmiya, Hawally",Kuwait,Asia,29.325874,48.021895
American University Of Beirut Medical Center,"Cairo Street, Hamra","Beirut, Beirut",Lebanon,Asia,33.896045,35.485188
Dental & Beauty Center (Dental),Solidere - Kantari Area,"Beirut, Beirut",Lebanon,Asia,33.888629,35.495479
Hotel Dieu De France,"Boulevard Alfred Naccache, Achrafieh","Beirut, Beirut",Lebanon,Asia,33.888629,35.495479
Dr Habib Zarifeh Dental Center (Dental),Horch tabet-delta center (facing Antoine library) - 4th floor,"Beirut, Beirut",Lebanon,Asia,33.888629,35.495479
Hospital El Koura,Amioun,Al Koura,Lebanon,Asia,34.302186,35.800723
Mazloum Hospital,Boulevard Street,Tripoli,Lebanon,Asia,32.70157,13.373371
Centre Hospitalier Du Nord CHN,Main Highway,Zgharta,Lebanon,Asia,34.396316,35.895845
Dr. Hian Zian (Dental),No. 84 Jalan Soga,"Johor Bahru, Johor",Malaysia,Asia,1.901893,102.936488
Elizabeth Medical Centre Sdn Bhd,1-14 Jalan Arab,"Johor Bahru, Johor",Malaysia,Asia,2.046048,102.569218
Hospital Pakar Sultanah Fatimah,Jalan Salleh,"Johor Bahru, Johor",Malaysia,Asia,2.071381,102.578083
Hospital Penawar,"15-18, Pusat Perniagaan Pasir Gudang","Johor Bahru, Johor",Malaysia,Asia,1.467852,103.902649
Kpj Johor Specialist Hospital,39-B Jalan Abdul Samad,"Johor Bahru, Johor",Malaysia,Asia,1.471791,103.742863
Pathlab Johor Bahru,"8C, Jalan Harimau","Johor Bahru, Johor",Malaysia,Asia,1.48094,103.76136
Sultan Ismail Hospital,"Jalan Persiaran Mutiara Emas Utama, Taman Mount Austin","Johor Bahru, Johor",Malaysia,Asia,1.554733,103.783963
Tee Dental Surgery (Dental),"60, Jalan Sisi","Johor Bahru, Johor",Malaysia,Asia,2.045705,102.566451
Kedah Medical Centre,Pumpong,"Alor Setar, Kedah",Malaysia,Asia,6.14573,100.365229
Putra Medical Centre,"888, Jalan Sekerat, Off Jalan Putra","Alor Setar, Kedah",Malaysia,Asia,6.123815,100.365404
Hospital Langkawi,"Bukit Teguh, Jalan Padang Mat Sirat","Langkawi, Kedah",Malaysia,Asia,6.326986,99.798689
Hospital Universiti Sains  - Kampus Kesihatan USM,Jalan Raja Perempuan Zainab 1,"Kota Bharu, Kelantan",Malaysia,Asia,6.091279,102.276205
Kota Bharu Medical Centre Sdn Bhd,"Pt 179-184, Jalan Sultan Yahya Petra","Kota Bharu, Kelantan",Malaysia,Asia,6.105111,102.25999
Perdana Specialist Hospital,"Lot Pt37 & 600, Seksyen 14 Jalan Bayam","Kota Bharu, Kelantan",Malaysia,Asia,6.119804,102.253655
Chai Dental Clinic (Dental),"G-3A & 3B, Ground Floor, Wisma UOA II, Jln Pinang","Kuala Lumpur, Kuala Lumpur",Malaysia,Asia,3.152524,101.7111
Columbia Asia Malaysia,"Jalan Danau Saujana, Off Jalan Genting Klang","Kuala Lumpur, Kuala Lumpur",Malaysia,Asia,3.068533,101.405932
Damai Service Hospital,109-119 1st Mile Jalan Ipoh,"Kuala Lumpur, Kuala Lumpur",Malaysia,Asia,3.170033,101.695082
Dr Anna Padmavathy,39 Jalan Kia Peng,"Kuala Lumpur, Kuala Lumpur",Malaysia,Asia,3.151421,101.719329
Foo Dental Surgery (Dental),"528, Batu Complex","Kuala Lumpur, Kuala Lumpur",Malaysia,Asia,3.185488,101.680502
Gdm Specialist Centre (Bukit Kiara) Sdn Bhd,Jalan Mont Kiara,"Kuala Lumpur, Kuala Lumpur",Malaysia,Asia,3.160436,101.672686
George Plastic Surgery,"Wisma Indah 498-1-2, Jalan Tun Razak","Kuala Lumpur, Kuala Lumpur",Malaysia,Asia,3.160052,101.716885
Gleneagles Kuala Lumpur Hospital,282 & 286 Jalan Ampang,"Kuala Lumpur, Kuala Lumpur",Malaysia,Asia,3.15677,101.704716
Hospital Kuala Lumpur,Jalan Pahang,"Kuala Lumpur, Kuala Lumpur",Malaysia,Asia,3.169956,101.698476
Institut Jantung Negara,145 Jalan Tun Razak,"Kuala Lumpur, Kuala Lumpur",Malaysia,Asia,3.170827,101.709584
Klang Valley Orthopedic & Trauma Center,97 Jalan Aminussin Baki,"Kuala Lumpur, Kuala Lumpur",Malaysia,Asia,3.149309,101.62858
Kpj Ampang Puteri Specialist Hospital,No 1 Jalan Mamanda 9 Taman Dato Ahmad Razali E12,"Kuala Lumpur, Kuala Lumpur",Malaysia,Asia,3.159153,101.75166
Kuala Lumpur Sports Medical Centre,47 Jalan Dungun,"Kuala Lumpur, Kuala Lumpur",Malaysia,Asia,3.152155,101.665662
Pantai Hospital Cheras,No. 1 Jalan 1/96A,"Kuala Lumpur, Kuala Lumpur",Malaysia,Asia,3.101711,101.740871
Prince Court Medical Centre,"39, Jalan Kia Peng","Kuala Lumpur, Kuala Lumpur",Malaysia,Asia,3.151421,101.719329
Pusat Perubatan UKM,"Jalan Yaacob Latif, Bandar Tun Razak, Cheras","Kuala Lumpur, Kuala Lumpur",Malaysia,Asia,3.098564,101.726961
Pusat Perubatan Universiti Malaya,Lembah Pantai,"Kuala Lumpur, Kuala Lumpur",Malaysia,Asia,3.1225,101.66449
Qualitas Medical Centre Sdn Bhd,"95 & 97, Jalan Aminuddin Baki, Taman Tun Dr. Ismail","Kuala Lumpur, Kuala Lumpur",Malaysia,Asia,3.153892,101.618389
Sentosa Medical Centre,36 Jalan Chemur Damai Complex,"Kuala Lumpur, Kuala Lumpur",Malaysia,Asia,3.136723,101.706832
Um Specialist Centre Sdn Bhd,"No 28, Lorong Universiti","Kuala Lumpur, Kuala Lumpur",Malaysia,Asia,3.116428,101.650726
Pantai Hospital Kuala Lumpur,"8, Jalan Bukit Pantai","Kuala Lumpur, Kuala Lumpur",Malaysia,Asia,3.119958,101.666821
Klinik Mega,"76-2 Jalan Radin Tengah, Sri Petaling","Kuala Lumpur, Kuala Lumpur",Malaysia,Asia,3.068552,101.691908
HSC Medical Center Kuala Lumpur,"5-1 Menara HSC, 187 Jalan Ampang","Kuala Lumpur, Kuala Lumpur",Malaysia,Asia,3.160021,101.722924
Tung Shin Hospital,"No. 102, Jalan Pudu","Kuala Lumpur, Kuala Lumpur",Malaysia,Asia,3.145536,101.703461
Pantai Hospital Ampang,Jalan Perubatan 1,"Pandan Indah, Kuala Lumpur",Malaysia,Asia,3.128317,101.752355
Taman Desa Medical Centre,"45, Jalan Desa","Taman Desa, Kuala Lumpur",Malaysia,Asia,3.096646,101.677032
Mahkota Medical Center Sdn Bhd,"No. 3, Jalan Merdeka","Melaka, Melaka",Malaysia,Asia,2.189025,102.254216
Pantai Hospital Ayer Keroh,"Lebuh Ayer Keroh, 2418-1, KM 8","Melaka, Melaka",Malaysia,Asia,2.278662,102.338544
Putra Specialist Hospital (Melaka) Sdn Bhd,"169, Jalan Bendahara","Melaka, Melaka",Malaysia,Asia,2.199991,102.252555
Klinik Intan Bayu,"631, Jalan Melati 23","Bandar Baru Nilai, Negeri Sembilan",Malaysia,Asia,2.813203,101.762573
Dr Hasnul Mustafa - Poliklinik Intan Bayu,"No. 631, Jalan Melati 23, Desa Melati, Bandar Baru Nilai","Nilai, Negeri Sembilan",Malaysia,Asia,2.813203,101.762573
NCI Hospital,"Pt 13717, Jalan Bbn 2/1","Nilai, Negeri Sembilan",Malaysia,Asia,2.813639,101.794897
Klinik Annisa,"57, Jalan Melati Square 1","Putra Nilai, Negeri Sembilan",Malaysia,Asia,2.821471,101.760335
Mawar Renal Medical Centre,"No. 71, Jalan Rasah","Seremban, Negeri Sembilan",Malaysia,Asia,2.706192,101.940645
Seremban Specialist Hospital,"Lot 6219 & 6220, Jalan Toman 1","Seremban, Negeri Sembilan",Malaysia,Asia,2.719029,101.922878
KPJ Seremban Specialist Hospital,"Lot 6219 & 6220, Jalan Tioman 1, Kemayan Square","Seremban, Negeri Sembilan",Malaysia,Asia,2.718718,101.92214
Kuantan Medical Centre Sdn Bhd,1 Jalan Tun Ismail 9,"Kuantan, Pahang",Malaysia,Asia,3.813672,103.326867
Kuantan Specialist Hospital,51 Jalan Alor Akar,"Kuantan, Pahang",Malaysia,Asia,3.830077,103.345766
Poliklinik Komuniti,Kampong Tekek,"Tioman, Pahang",Malaysia,Asia,2.81752,104.15773
Pantai Hospital Penang,"82, Jalan Tengah Bayan Baru","Bayan Lepas, Penang",Malaysia,Asia,5.319118,100.287399
Bukit Mertajam Specialist Hospital,"565, Jalan Sungai Rambai","Bukit Mertajam, Penang",Malaysia,Asia,5.364007,100.454632
Penang General Hospital,Jalan Residensi,"Georgetown, Penang",Malaysia,Asia,5.418937,100.310978
Island Hospital,308 Macalister Road,"Penang, Penang",Malaysia,Asia,5.422339,100.310667
Penang Adventist Hospital,465 Jalan Burma Road,"Penang, Penang",Malaysia,Asia,5.416662,100.329907
Dr Sergei Krainuchenko - Step 2 Health Clinic,1 Jalan Sungai Kelian,"Tanjung Bungah, Penang",Malaysia,Asia,5.462981,100.287722
Kpj Ipoh Specialist Centre,26 Jalan Raja Di Hilir,"Ipoh, Perak",Malaysia,Asia,4.592024,101.106543
Taiping Medical Centre,"45 - 49, Jalan Medan Taiping 2","Taiping, Perak",Malaysia,Asia,4.847957,100.732021
Hope Children Hospital,25b Jalan Gottlieb,"Georgetown, Penang",Malaysia,Asia,5.431783,100.301083
Putrajaya Hospital,"Presint, 7","Putrajaya, Putrajaya",Malaysia,Asia,2.92709,101.674098
Damai Specialist Hospital,Jalan Damai,"Kota Kinabalu, Sabah",Malaysia,Asia,5.963904,116.089314
Dr Anil Kumar - Medisinar Klinik And Surgeri,"Lot 2-1-9, 1st Floor, Block 2, Api-Api Centre","Kota Kinabalu, Sabah",Malaysia,Asia,5.97267,116.101247
Sabah Medical Centre,"Lorong Bersatu, Off Jalan Damai","Kota Kinabalu, Sabah",Malaysia,Asia,5.968432,116.092961
Hospital Wanita Dan Kanak Kanak Sabah,Karung Berkunci 187,"Kota Kinabalu, Sabah",Malaysia,Asia,6.013791,116.119535
GD Clinic Kota Kinabalu,"No. 11, Lot 15819, Mile 2 Jalan Panampang","Kota Kinabalu, Sabah",Malaysia,Asia,5.944066,116.081882
Hospital Bintulu Sarawak,Jalan Nyabau,"Bintulu, Sarawak",Malaysia,Asia,3.123728,113.024031
Kuching General Hospital,Jalan Tun Ahmad Zaidi Adruce,"Kuching, Sarawak",Malaysia,Asia,1.54516,110.337482
Kuching Specialist Hospital Sdn Bhd,"Lot 10420 Block 11, Tabuan Stutong Commercial Centre","Kuching, Sarawak",Malaysia,Asia,1.50449,110.350512
Timberland Medical Centre,"Lot 5164-5165 Block 16, Kcld 2 1/2 Mile Rock Road","Kuching, Sarawak",Malaysia,Asia,1.528154,110.341126
Columbia Asia Hospital,"Jalan Bulan Sabit, Lot 1035-1039","Miri, Sarawak",Malaysia,Asia,4.413661,114.006108
Normah Medical Specialist Centre,"Jalan Tun Abdul Rahman, Lot 937, Section 30 KTLD","Petra Jaya, Kuching, Sarawak",Malaysia,Asia,1.596746,110.33386
Rejang Medical Centre,"No. 29, Jalan Pedada","Sibu, Sarawak",Malaysia,Asia,2.312171,111.845675
Klinik Kesihatan Ampang,"Jalan Mewah 3, Taman Ampang Mewah","Ampang, Selangor",Malaysia,Asia,3.128217,101.766654
Kpj Kajang Specialist Hospital,Jalan Cheras,"Kajang, Selangor",Malaysia,Asia,3.011474,101.779144
Klinik Kesihatan Kelana Jaya,Lot 38294 Jln SS 6/3A,"Kelana Jaya, Selangor",Malaysia,Asia,3.09931,101.60049
Arunamari Specialist Medical Centre,168 Jalan Batu Unjur 1 Bayu Perdana,"Klang, Selangor",Malaysia,Asia,3.01506,101.433744
Pantai Hospital Klang,"Lot 5921, Persiaran Raja Muda Musa","Klang, Selangor",Malaysia,Asia,3.018088,101.415428
Sri Kota Medical Center,Jalan Mohet,"Klang, Selangor",Malaysia,Asia,3.040333,101.445789
Assunta Hospital,Jalan Templer,"Petaling Jaya, Selangor",Malaysia,Asia,3.093284,101.646367
Beacon International Specialist Centre,"No. 1, Jalan 215, Section 51, Off Jalann Templer","Petaling Jaya, Selangor",Malaysia,Asia,3.095841,101.637733
Centre For Sight,"No 1-1, Jalan Ss23/15","Petaling Jaya, Selangor",Malaysia,Asia,3.116568,101.612768
Klinik Wong & Chye,"96 Jalan SS21/39, Damansara Utama","Petaling Jaya, Selangor",Malaysia,Asia,3.13385,101.621562
Kpj Damansara Specialist Hospital,119 Jalan Ss 20/10,"Petaling Jaya, Selangor",Malaysia,Asia,3.138248,101.627532
S P Specialist Clinic,"32, Jalan SS 21/62","Petaling Jaya, Selangor",Malaysia,Asia,3.132477,101.622331
Sunway Medical Centre,"No 5, Jalan Lagoon Selatan, Bandar Sunway","Petaling Jaya, Selangor",Malaysia,Asia,3.065476,101.604431
The Tun Hussein Onn National Eye Hospital,Lorong Utara B,"Petaling Jaya, Selangor",Malaysia,Asia,3.106184,101.64165
Tropicana Medical Centre,11 Jalan Teknologi,"Petaling Jaya, Selangor",Malaysia,Asia,3.14939,101.572107
Klinik Kanak Kanak Ooi - Ooi Child Clinic,"Jalan SS26/9, 1F-2 Mayang Plaza","Petaling Jaya, Selangor",Malaysia,Asia,3.112834,101.600701
Columbia Asia Hospital - Puchong,"No. 1, Lebuh Puteri, Bandar Puteri","Selangor, Selangor",Malaysia,Asia,3.023587,101.621825
Hospital Selayang,Lebuhraya Selayang Kepong,"Selangor, Selangor",Malaysia,Asia,3.239845,101.645342
Kelana Jaya Medical Centre,"1 Fas Business Avenue, Jalan Perbandaran SS7","Selangor, Selangor",Malaysia,Asia,3.113131,101.598722
